N£mero £nico de colonia,Municipios en los que se encuentra,Nombre de la colonia,C¢digo postal,Superficie en kil¢metros cuadrados,Total general,"Agentes y representantes de artistas, deportistas y similares","Artistas, escritores y t‚cnicos independientes",Billares,Boliches,Campos de golf,Cantantes y grupos musicales del sector privado,Casas de juegos electr¢nicos,Centros de acondicionamiento f¡sico del sector privado,Centros de acondicionamiento f¡sico del sector p£blico,Clubes deportivos del sector privado,Clubes deportivos del sector p£blico,Clubes o ligas de aficionados,Compa¤¡as de danza del sector privado,Compa¤¡as de teatro del sector privado,Compa¤¡as de teatro del sector p£blico,Equipos deportivos profesionales,Grupos musicales del sector p£blico,"Grutas, parques naturales y otros sitios del patrimonio cultural de la naci¢n",Jardines bot nicos y zool¢gicos del sector privado,Jardines bot nicos y zool¢gicos del sector p£blico,Marinas tur¡sticas,Museos del sector privado,Museos del sector p£blico,Otras compa¤¡as y grupos de espect culos art¡sticos del sector privado,Otros juegos de azar,Otros servicios recreativos prestados por el sector privado,Otros servicios recreativos prestados por el sector p£blico,Parques acu ticos y balnearios del sector privado,Parques acu ticos y balnearios del sector p£blico,Parques de diversiones y tem ticos del sector privado,Parques de diversiones y tem ticos del sector p£blico,"Promotores de espect culos art¡sticos, culturales, deportivos y similares que no cuentan con instalaciones para presentarlos","Promotores del sector privado de espect culos art¡sticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos","Promotores del sector p£blico de espect culos art¡sticos, culturales, deportivos y similares que cuentan con instalaciones para presentarlos",Sitios hist¢ricos,"Venta de billetes de loter¡a, pron¢sticos deportivos y otros boletos de sorteo"
127,Zapopan,MEXICO,45120,128392.45,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,"Guadalajara,Zapopan",VILLAS DE SAN JAVIER,45120,36968.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Tonal ,San Pedro Tlaquepaque",TATEPOSCO,45420,199371.81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Tonal ,San Pedro Tlaquepaque",LOS PUESTOS,45630,159054.43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Zapopan,BOSQUE ESCONDIDO,45186,82628.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"Guadalajara,Zapopan",VICTOR HUGO,45190,299463.63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Zapopan,HOGARES DEL BATAN,45190,192202.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Zapopan,LA LOMA,45190,166457.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Zapopan,LOMAS DEL BATAN,45190,346828.69,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"Guadalajara,Zapopan",EL BATAN,45190,453051.99,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Zapopan,VILLAS ALCALDE,45190,21494.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Guadalajara,Zapopan",RITZ AUTOCINEMA,45190,33907.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Zapopan,LA PALMITA,45185,456911.57,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Zapopan,JARDINES VALLARTA,45110,496344.18,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,Zapopan,27 DE SEPTIEMBRE,45180,111145.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Zapopan,PEDRO MORENO,45185,95109.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Zapopan,COLINAS DE TABACHINES,45188,77344.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Zapopan,JARDINES DE LA ESPERANZA,45180,58694.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Zapopan,JARDINES DE TABACHINES,45188,85057.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Zapopan,TABACHINES,45188,1561850.48,9,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
147,Zapopan,VILLAS SAN IGNACIO,45180,201498.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Zapopan,LA HUERTA,45184,36013.58,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Zapopan,SANTA PAULA,45184,87642.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Zapopan,VENUSTIANO CARRANZA,45180,351772.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Zapopan,SANTA MARIA DEL PUEBLITO,45018,282799.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,"Guadalajara,Zapopan",LOMAS DE ATEMAJAC,45190,305876.89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Zapopan,CAMICHINES VALLARTA,45020,381844.34,10,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3
154,Zapopan,EUCALIPTO VALLARTA,45020,123229.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Zapopan,COLINAS DE ATEMAJAC,45170,297843.03,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,Zapopan,REAL VALLARTA,45020,295679.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Zapopan,VALLARTA LA PATRIA,45020,93469.51,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,Zapopan,PRADOS VALLARTA,45020,345527.91,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Zapopan,PRADOS GUADALUPE,45030,149021.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
160,Zapopan,ZOQUIPAN,45170,188237.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Zapopan,CAMINO REAL,45040,660433.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,Zapopan,JARDINES SEATTLE,45184,15115.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Zapopan,JARDINES DE LA SEATTLE,45150,50677.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"Guadalajara,San Pedro Tlaquepaque",JARDINES DEL SAUZ,45080,249479.29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
165,Zapopan,LAS FLORES,45040,64303.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Zapopan,JARDINES SEATTLE,45184,32021.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Zapopan,SEATTLE,45150,191910.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Zapopan,DON BOSCO VALLARTA,45049,234830.85,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
169,Zapopan,EL CAPULLO,45150,264184.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"Guadalajara,San Pedro Tlaquepaque",VILLA GUERRERO,44987,671629.28,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,Zapopan,TEPEYAC,45150,653109.28,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Zapopan,LOS MAESTROS,45150,203406.28,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Zapopan,LA AURORA,45180,76626.41,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Guadalajara,DEL SUR,44920,457539.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
175,Zapopan,EL PARAISO,45150,109564.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Zapopan,CONSTITUYENTES,45184,145423.05,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Zapopan,GUSA,45170,27165.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Zapopan,CONSTITUCION,45184,1797875.07,13,0,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
179,Zapopan,VILLAS BELENES,45150,262113.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Zapopan,INDUSTRIAL LOS BELENES,45132,322658.11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
181,San Pedro Tlaquepaque,CERRO DEL CUATRO,45599,1185608.28,5,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Zapopan,COLINA DE LOS BELENES,45180,272133.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
183,Zapopan,SAN JOSE DEL BAJIO,45132,1250558.09,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,San Pedro Tlaquepaque,GUADALUPE EJIDAL,45596,269194.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,San Pedro Tlaquepaque,TEPEYAC,45596,149165.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Zapopan,LAURELES,45150,95663.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Zapopan,ZAPOPAN CENTRO,45100,121495.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Zapopan,BELENES NORTE,45130,510595.66,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,Zapopan,CORDILLERAS,45030,218132.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Zapopan,ARCOS DE ZAPOPAN,45130,929401.69,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Zapopan,LOMAS DE ZAPOPAN,45130,1151272.29,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Zapopan,COLINAS DEL REY,45130,167088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Zapopan,LAS PALMAS,45132,126895.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,Zapopan,LOMAS DE GUADALUPE,45020,125880.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Zapopan,LOMAS DEL SEMINARIO,45038,110471.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Zapopan,LA ESTANCIA,45030,965681.8,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
197,Zapopan,ALTAGRACIA,45132,215358.34,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Zapopan,INDUSTRIAL ZAPOPAN NORTE,45132,392069.61,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Zapopan,SAN FRANCISCO,45180,103133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Zapopan,LOMAS DEL COLLI,44037,249449.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Zapopan,VOLCAN DEL COLLI,44037,198286.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Zapopan,VALLE DE SAN ISIDRO,45180,583603.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Zapopan,COLINAS EL CENTINELA,45180,199146.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,"Guadalajara,San Pedro Tlaquepaque",LOMA LINDA,44985,219216.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Zapopan,LA GLORIA DEL COLLI,45037,425045.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"Guadalajara,San Pedro Tlaquepaque",BUENOS AIRES,45530,519169.03,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Zapopan,ARCOS DE GUADALUPE,45030,738127.1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,"Guadalajara,San Pedro Tlaquepaque",LA MEZQUITERA,45983,81410.44,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Zapopan,JARDINES DE GUADALUPE,45030,686751.65,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,San Pedro Tlaquepaque,TEPEYAC,45530,55795.21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,"Guadalajara,Zapopan",CHAPALITA ORIENTE,45040,340053.19,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
212,San Pedro Tlaquepaque,FRANCISCO I MADERO,45530,304793.06,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Zapopan,HACIENDA DEL VALLE,45180,338837.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Zapopan,MAGISTERIAL VALLE DE SAN ISIDRO,45180,43984.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,San Pedro Tlaquepaque,FRANCISCO I MADERO 2a SECCION,45530,380728.99,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Zapopan,VILLAS MIRADOR,45180,49551.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Zapopan,MIRADOR SAN ISIDRO,45180,195779.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Zapopan,BOSQUES DEL CENTINELA,45132,176788.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,"Guadalajara,San Pedro Tlaquepaque",NUEVA SANTA MARIA,45530,970861.63,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Zapopan,CIUDAD DE LOS NI¥OS,45040,352574.54,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Zapopan,GUADALUPE,45030,50850.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Zapopan,CIUDAD DE LOS NI¥OS,45030,32038.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Zapopan,TEPEYAC CASINO,45047,124985.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Zapopan,VILLAS TORREMOLINOS,45130,347016.36,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225,Zapopan,DEL VALLE,45047,24617.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Zapopan,EL CENTINELA,45180,1034604.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Zapopan,CHAPALITA DE OCCIDENTE,45030,174997.62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Zapopan,GUADALUPE JARDIN,45030,161620.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Zapopan,CHAPALITA LAS FUENTES,45030,100251.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Zapopan,ATLAS CHAPALITA,45030,94744.85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,"Guadalajara,Ixtlahuac n del R¡o,Zapopan",HUENTITAN EL BAJO,44250,3255672.21,9,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
232,Zapopan,PLAZA GUADALUPE,45030,640252.93,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,San Pedro Tlaquepaque,GUAYABITOS,45530,563451.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Zapopan,JARDINES DE CHAPALITA,45030,77022.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,"Guadalajara,Zapopan",LOMAS DEL PARAISO III,44250,1055699.69,5,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Zapopan,CHAPALITA INN,45037,156289.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,San Pedro Tlaquepaque,JARDINES DE SANTA MARIA,45530,818062.5,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
238,Zapopan,PARQUE GUADALUPE,45030,49381.16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Zapopan,LOS ROBLES,45160,2307126,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
240,Zapopan,LAS CUMBRES,45030,50948.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Zapopan,PLACITA DEL SOL,45160,75357.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Zapopan,COLINAS DE LOS ROBLES,45160,354817.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Zapopan,EL TIGRE,45160,293723.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Zapopan,LA CASTILLA,45030,24868.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Zapopan,LA FLORIDA,45030,30825.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Zapopan,HOGARES DE NUEVO MEXICO,45160,797305.06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Zapopan,NUEVA GALICIA,45030,22350.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,San Pedro Tlaquepaque,HACIENDAS DE SAN JOSE,45601,195264.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Zapopan,ALAMITOS,45160,39196.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
250,Zapopan,NUEVA GALICIA 2,45030,18866.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Zapopan,BELLAVISTA,45037,40796.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Zapopan,VISTA DEL PINAR,45037,67319.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
